waifu_id,name,series,series_id,genre,rarity,image_url,favorites,about,stats,elemental_type,archetype,potency,elemental_resistances,favorite_gifts,special_dialogue
1662,Ikuko Onabuta,Nukitashi the Animation,155,Anime,2,https://cdn.myanimelist.net/images/characters/2/595299.jpg,16,"Commander of the First Squad, possessing the highest actual combat capability in Minotsuki Academy’s FS. One of the strongest fighters in direct combat, she’s also a diehard battle fanatic who resents the existence of anyone stronger than she is, and has no qualms about making it known to anyone within shouting distance. Always a maverick, her arrival in the parallel world reveals a side to her that catches Junnosuke by surprise.
(Source: Steam)","{""hp"": 94, ""atk"": 88, ""mag"": 89, ""vit"": 87, ""spr"": 92, ""int"": 91, ""spd"": 87, ""lck"": 87}","[""neutral""]",Ally,"{""Mage"": ""C"", ""Attacker"": ""C"", ""Healer"": ""B"", ""Buffer"": ""B"", ""Debuffer"": ""C"", ""Defender"": ""C"", ""Specialist"": ""C""}","{""fire"": ""neutral"", ""water"": ""neutral"", ""earth"": ""neutral"", ""wind"": ""neutral"", ""nature"": ""neutral"", ""neutral"": ""neutral"", ""void"": ""neutral"", ""light"": ""neutral"", ""dark"": ""neutral""}","[""Chocolate"", ""Roses"", ""Hair Ribbon""]",{}
1663,Touka Reizeiin,Nukitashi the Animation,155,Anime,2,https://cdn.myanimelist.net/images/characters/14/595300.jpg,8,"FS representative and student council president of Minotsuki Academy. A girl with perfect looks and charisma—who leads her peers in the parallel world as well. Capable of overseeing everything from normal operations to strategic planning to direct combat and more, she is a major contender for Seiran’s strongest islander.
Outside of work, however, she is even clumsier and sloppier than Asane—and that’s putting it mildly. Although she and Junnosuke are incompatible with each other due to their history, he has no choice but to look out for her here as she can barely take care of herself.
(Source: Steam)","{""hp"": 89, ""atk"": 89, ""mag"": 92, ""vit"": 91, ""spr"": 87, ""int"": 91, ""spd"": 93, ""lck"": 87}","[""neutral""]",Ally,"{""Mage"": ""C"", ""Attacker"": ""C"", ""Healer"": ""B"", ""Buffer"": ""B"", ""Debuffer"": ""C"", ""Defender"": ""C"", ""Specialist"": ""C""}","{""fire"": ""neutral"", ""water"": ""neutral"", ""earth"": ""neutral"", ""wind"": ""neutral"", ""nature"": ""neutral"", ""neutral"": ""neutral"", ""void"": ""neutral"", ""light"": ""neutral"", ""dark"": ""neutral""}","[""Chocolate"", ""Roses"", ""Hair Ribbon""]",{}
1664,Kouki Senba,Nukitashi the Animation,155,Anime,1,https://cdn.myanimelist.net/images/characters/12/599569.jpg,1,,"{""hp"": 89, ""atk"": 91, ""mag"": 86, ""vit"": 86, ""spr"": 89, ""int"": 86, ""spd"": 93, ""lck"": 85}","[""neutral""]",Ally,"{""Mage"": ""C"", ""Attacker"": ""C"", ""Healer"": ""B"", ""Buffer"": ""B"", ""Debuffer"": ""C"", ""Defender"": ""C"", ""Specialist"": ""C""}","{""fire"": ""neutral"", ""water"": ""neutral"", ""earth"": ""neutral"", ""wind"": ""neutral"", ""nature"": ""neutral"", ""neutral"": ""neutral"", ""void"": ""neutral"", ""light"": ""neutral"", ""dark"": ""neutral""}","[""Chocolate"", ""Roses"", ""Hair Ribbon""]",{}
1665,Rei Tadasugawa,Nukitashi the Animation,155,Anime,2,https://cdn.myanimelist.net/images/characters/12/595301.jpg,5,"De facto second-in-charge as president of Minotsuki Academy’s disciplinary committee.
Her skills range from miscellaneous duties to battlefield command, though as a dedicated worker, she ends up being pushed around by Touka in her daily life. She is a bit depressed when she comes to the parallel world, but her cheerful antics still win out. She is very close to Junnosuke and helps him in any way she can.
(Source: Steam)","{""hp"": 92, ""atk"": 90, ""mag"": 93, ""vit"": 96, ""spr"": 90, ""int"": 92, ""spd"": 85, ""lck"": 93}","[""neutral""]",Ally,"{""Mage"": ""C"", ""Attacker"": ""C"", ""Healer"": ""B"", ""Buffer"": ""B"", ""Debuffer"": ""C"", ""Defender"": ""C"", ""Specialist"": ""C""}","{""fire"": ""neutral"", ""water"": ""neutral"", ""earth"": ""neutral"", ""wind"": ""neutral"", ""nature"": ""neutral"", ""neutral"": ""neutral"", ""void"": ""neutral"", ""light"": ""neutral"", ""dark"": ""neutral""}","[""Chocolate"", ""Roses"", ""Hair Ribbon""]",{}
1666,Marina Akizuki,Oni Chichi,156,Anime,3,https://cdn.myanimelist.net/images/characters/7/229845.jpg,97,"The elder step-daughter of Kouzou and eldest child of Kayoko.
She has a French father.
Seiyuu
Visual Novel Credits:
Rino Kawajima (かわしま リの) also known as Kei Mizusawa","{""hp"": 70, ""atk"": 63, ""mag"": 128, ""vit"": 69, ""spr"": 99, ""int"": 130, ""spd"": 102, ""lck"": 80}","[""dark""]",Witch,"{""Mage"": ""C"", ""Attacker"": ""D"", ""Healer"": ""D"", ""Buffer"": ""D"", ""Debuffer"": ""S"", ""Defender"": ""D"", ""Specialist"": ""D""}","{""fire"": ""neutral"", ""water"": ""neutral"", ""earth"": ""neutral"", ""wind"": ""neutral"", ""nature"": ""neutral"", ""neutral"": ""neutral"", ""void"": ""neutral"", ""light"": ""weak"", ""dark"": ""resist""}","[""Chocolate"", ""Roses"", ""Hair Ribbon""]",{}
1667,Airi Akizuki,Oni Chichi,156,Anime,3,https://cdn.myanimelist.net/images/characters/6/385804.jpg,580,"The youngest step-daughter of Kouzou and youngest child of Kayoko.
Has a different father than Marina but hasn't been mentioned yet.
In Fukubiki! Triangle animation, Airi is a good friend of Futaba.
Seiyuu Visual Novel Credits:
Mio Ohkawa (桜川 未央) also known as Maki Kobayashi.","{""hp"": 69, ""atk"": 93, ""mag"": 84, ""vit"": 69, ""spr"": 74, ""int"": 79, ""spd"": 126, ""lck"": 129}","[""dark""]",Trickster,"{""Mage"": ""C"", ""Attacker"": ""C"", ""Healer"": ""C"", ""Buffer"": ""C"", ""Debuffer"": ""S"", ""Defender"": ""C"", ""Specialist"": ""C""}","{""fire"": ""neutral"", ""water"": ""neutral"", ""earth"": ""neutral"", ""wind"": ""neutral"", ""nature"": ""neutral"", ""neutral"": ""neutral"", ""void"": ""neutral"", ""light"": ""weak"", ""dark"": ""resist""}","[""Chocolate"", ""Roses"", ""Hair Ribbon""]",{}
1668,Sana Kuranaka,Oni Chichi,156,Anime,1,https://cdn.myanimelist.net/images/characters/16/231481.jpg,36,"Airi's best friend in class. She was the first that got 'addicted' to the male protagonist.
*No credits listed on cast.
Seiyuu
Visual Novel Credits:
Kaori Nomiya (野宮 香央里) also known as Yuana Miyazawa (宮沢 ゆあな)","{""hp"": 68, ""atk"": 61, ""mag"": 70, ""vit"": 68, ""spr"": 101, ""int"": 98, ""spd"": 69, ""lck"": 77}","[""light""]",Healer,"{""Mage"": ""D"", ""Attacker"": ""D"", ""Healer"": ""S"", ""Buffer"": ""S"", ""Debuffer"": ""C"", ""Defender"": ""D"", ""Specialist"": ""D""}","{""fire"": ""neutral"", ""water"": ""neutral"", ""earth"": ""neutral"", ""wind"": ""neutral"", ""nature"": ""neutral"", ""neutral"": ""neutral"", ""void"": ""neutral"", ""light"": ""resist"", ""dark"": ""weak""}","[""Chocolate"", ""Roses"", ""Hair Ribbon""]",{}
1669,Ayane Shirakawa,Overflow,157,Anime,2,https://cdn.myanimelist.net/images/characters/15/395918.jpg,574,"Height: 159 cm
Cup Size: F-cup
Favorite food: Pudding
Chilhood friend of Kazushi Sudou and the older sister of Kotone Shirakawa.
The older sister of the Shirakawa sisters. The type who is highly conscious of beauty and is busy polishing herself, such as saving pocket money to purchase beautiful skin bath salts. She tends to reflexively take a twitchy attitude towards Kazushi, but the truth is, she is worried and can't be honest with herself.
(Source: Overflow anime website, translated)","{""hp"": 66, ""atk"": 63, ""mag"": 73, ""vit"": 68, ""spr"": 98, ""int"": 104, ""spd"": 66, ""lck"": 84}","[""light""]",Healer,"{""Mage"": ""D"", ""Attacker"": ""D"", ""Healer"": ""S"", ""Buffer"": ""S"", ""Debuffer"": ""C"", ""Defender"": ""D"", ""Specialist"": ""D""}","{""fire"": ""neutral"", ""water"": ""neutral"", ""earth"": ""neutral"", ""wind"": ""neutral"", ""nature"": ""neutral"", ""neutral"": ""neutral"", ""void"": ""neutral"", ""light"": ""resist"", ""dark"": ""weak""}","[""Chocolate"", ""Cake"", ""Roses"", ""Sakura Petals"", ""Hair Ribbon""]",{}
1670,Kotone Shirakawa,Overflow,157,Anime,2,https://cdn.myanimelist.net/images/characters/16/395919.jpg,239,"Height: 153 cm
Bust: 90 cm (H-cup)
Waist: 58 cm
Hips: 85 cm
Favorite food: Cream stew
Ayane's sister and Kazushi's childhood friend.
She is the younger sister of the Shirakawa sisters. The little devil type who looks quiet but actually does bold things. Along with Ayane, she adores her childhood friend Kazushi like a big brother. Recently, she's worried that her clothes won't fit her because her breasts started to grow big again. 
(Source: Overflow anime website, translated)","{""hp"": 73, ""atk"": 86, ""mag"": 86, ""vit"": 70, ""spr"": 67, ""int"": 76, ""spd"": 130, ""lck"": 132}","[""dark""]",Trickster,"{""Mage"": ""C"", ""Attacker"": ""C"", ""Healer"": ""C"", ""Buffer"": ""C"", ""Debuffer"": ""S"", ""Defender"": ""C"", ""Specialist"": ""C""}","{""fire"": ""neutral"", ""water"": ""neutral"", ""earth"": ""neutral"", ""wind"": ""neutral"", ""nature"": ""neutral"", ""neutral"": ""neutral"", ""void"": ""neutral"", ""light"": ""weak"", ""dark"": ""resist""}","[""Chocolate"", ""Cake""]",{}
1671,Yori Asanagi,Sasayaku You ni Koi wo Utau,158,Anime,3,https://cdn.myanimelist.net/images/characters/15/494847.jpg,444,"Birthday: November 26th 
Blood type: A
A third year high school student who sings and plays guitar, often on the school rooftop. She loves collecting cat merchandise. She is the current guitar-vocalist of SSGIRLS. 
(Source: Whisper Me A Love Song Wiki)","{""hp"": 70, ""atk"": 72, ""mag"": 105, ""vit"": 67, ""spr"": 134, ""int"": 122, ""spd"": 98, ""lck"": 75}","[""light""]",Bard,"{""Mage"": ""D"", ""Attacker"": ""D"", ""Healer"": ""C"", ""Buffer"": ""S"", ""Debuffer"": ""S"", ""Defender"": ""D"", ""Specialist"": ""D""}","{""fire"": ""neutral"", ""water"": ""neutral"", ""earth"": ""neutral"", ""wind"": ""neutral"", ""nature"": ""neutral"", ""neutral"": ""neutral"", ""void"": ""neutral"", ""light"": ""resist"", ""dark"": ""weak""}","[""Chocolate"", ""Roses"", ""Hair Ribbon""]",{}
1672,Himari Kino,Sasayaku You ni Koi wo Utau,158,Anime,3,https://cdn.myanimelist.net/images/characters/12/494848.jpg,216,"Birthday: July 18th 
Blood type: O
The main protagonist of the series. She is a first-year high school student. Himari is a very joyous, cheerful girl and quite oblivious when it comes to love. She always wants the best for her friends and cheers them on in whatever they pursue.
(Source: Whisper Me A Love Song Wiki)","{""hp"": 66, ""atk"": 100, ""mag"": 92, ""vit"": 69, ""spr"": 75, ""int"": 81, ""spd"": 133, ""lck"": 124}","[""light""]",Dancer,"{""Mage"": ""D"", ""Attacker"": ""D"", ""Healer"": ""D"", ""Buffer"": ""S"", ""Debuffer"": ""S"", ""Defender"": ""D"", ""Specialist"": ""D""}","{""fire"": ""neutral"", ""water"": ""neutral"", ""earth"": ""neutral"", ""wind"": ""neutral"", ""nature"": ""neutral"", ""neutral"": ""neutral"", ""void"": ""neutral"", ""light"": ""resist"", ""dark"": ""weak""}","[""Chocolate"", ""Roses"", ""Hair Ribbon""]",{}
1673,Kyou Amasawa,Sasayaku You ni Koi wo Utau,158,Anime,1,https://cdn.myanimelist.net/images/characters/6/551284.jpg,3,,"{""hp"": 90, ""atk"": 87, ""mag"": 84, ""vit"": 85, ""spr"": 93, ""int"": 94, ""spd"": 90, ""lck"": 88}","[""neutral""]",Ally,"{""Mage"": ""C"", ""Attacker"": ""C"", ""Healer"": ""B"", ""Buffer"": ""B"", ""Debuffer"": ""C"", ""Defender"": ""C"", ""Specialist"": ""C""}","{""fire"": ""neutral"", ""water"": ""neutral"", ""earth"": ""neutral"", ""wind"": ""neutral"", ""nature"": ""neutral"", ""neutral"": ""neutral"", ""void"": ""neutral"", ""light"": ""neutral"", ""dark"": ""neutral""}","[""Chocolate"", ""Roses"", ""Hair Ribbon""]",{}
1674,Hajime Amasawa,Sasayaku You ni Koi wo Utau,158,Anime,2,https://cdn.myanimelist.net/images/characters/15/494855.jpg,14,"Birthday: December 25th 
Blood type: A
A third-year high school student and Laureley's drummer.
(Source: Whisper Me A Love Song Wiki)","{""hp"": 91, ""atk"": 89, ""mag"": 91, ""vit"": 87, ""spr"": 90, ""int"": 94, ""spd"": 89, ""lck"": 86}","[""neutral""]",Ally,"{""Mage"": ""C"", ""Attacker"": ""C"", ""Healer"": ""B"", ""Buffer"": ""B"", ""Debuffer"": ""C"", ""Defender"": ""C"", ""Specialist"": ""C""}","{""fire"": ""neutral"", ""water"": ""neutral"", ""earth"": ""neutral"", ""wind"": ""neutral"", ""nature"": ""neutral"", ""neutral"": ""neutral"", ""void"": ""neutral"", ""light"": ""neutral"", ""dark"": ""neutral""}","[""Chocolate"", ""Roses"", ""Hair Ribbon""]",{}
1675,Shiho Izumi,Sasayaku You ni Koi wo Utau,158,Anime,2,https://cdn.myanimelist.net/images/characters/2/494856.jpg,179,"Birthday: October 16th 
Blood type: AB
A second-year and former vocalist and guitarist of SSGIRLS. She now fronts Lorelei, while also acting as a ghost member for the Culinary Research Club. 
Leaving SSGIRLS 
Forming Lorelei
(Source: Whisper Me A Love Song Wiki)","{""hp"": 70, ""atk"": 74, ""mag"": 109, ""vit"": 71, ""spr"": 129, ""int"": 120, ""spd"": 106, ""lck"": 80}","[""dark""]",Bard,"{""Mage"": ""D"", ""Attacker"": ""D"", ""Healer"": ""C"", ""Buffer"": ""S"", ""Debuffer"": ""S"", ""Defender"": ""D"", ""Specialist"": ""D""}","{""fire"": ""neutral"", ""water"": ""neutral"", ""earth"": ""neutral"", ""wind"": ""neutral"", ""nature"": ""neutral"", ""neutral"": ""neutral"", ""void"": ""neutral"", ""light"": ""weak"", ""dark"": ""resist""}","[""Chocolate"", ""Roses"", ""Hair Ribbon""]",{}
1676,Aki Mizuguchi,Sasayaku You ni Koi wo Utau,158,Anime,2,https://cdn.myanimelist.net/images/characters/10/448724.jpg,44,"Birthday: April 12th 
Blood type: B
A third-year high school student and the bassist of the band SSGIRLS. She is Yori's best friend. Aki is a peppy girl with a carefree attitude. She always manages to keep her band in a positive mindset and enjoys teasing them. Although, on the inside, she is quite self-conscious about her past and current relationships. Aki desperately does not want to lose anyone like she had lost Shiho, but she keeps these feelings bottled up, and only rants to Yori when requested. She cares about her friends deeply and is the one who selflessly got Himari to hook up with Yori despite her feelings for the latter.
(Source: Whisper Me a Love Song Wiki)","{""hp"": 96, ""atk"": 107, ""mag"": 87, ""vit"": 100, ""spr"": 88, ""int"": 88, ""spd"": 102, ""lck"": 98}","[""neutral""]",Champion,"{""Mage"": ""C"", ""Attacker"": ""B"", ""Healer"": ""C"", ""Buffer"": ""C"", ""Debuffer"": ""C"", ""Defender"": ""B"", ""Specialist"": ""C""}","{""fire"": ""neutral"", ""water"": ""neutral"", ""earth"": ""neutral"", ""wind"": ""neutral"", ""nature"": ""neutral"", ""neutral"": ""neutral"", ""void"": ""neutral"", ""light"": ""neutral"", ""dark"": ""neutral""}","[""Chocolate"", ""Roses"", ""Hair Ribbon""]",{}
1677,Miki Mizuguchi,Sasayaku You ni Koi wo Utau,158,Anime,1,https://cdn.myanimelist.net/images/characters/4/459599.jpg,10,"Birthday: August 7th 
Blood type: B
She is part of the wind instrument club which indirectly helps Himari and Yori's relationship by collecting information.
(Source: Whisper Me a Love Song Wiki)","{""hp"": 89, ""atk"": 87, ""mag"": 90, ""vit"": 87, ""spr"": 87, ""int"": 88, ""spd"": 89, ""lck"": 85}","[""neutral""]",Ally,"{""Mage"": ""C"", ""Attacker"": ""C"", ""Healer"": ""B"", ""Buffer"": ""B"", ""Debuffer"": ""C"", ""Defender"": ""C"", ""Specialist"": ""C""}","{""fire"": ""neutral"", ""water"": ""neutral"", ""earth"": ""neutral"", ""wind"": ""neutral"", ""nature"": ""neutral"", ""neutral"": ""neutral"", ""void"": ""neutral"", ""light"": ""neutral"", ""dark"": ""neutral""}","[""Chocolate"", ""Roses"", ""Hair Ribbon""]",{}
1678,Momoka Satomiya,Sasayaku You ni Koi wo Utau,158,Anime,1,https://cdn.myanimelist.net/images/characters/3/459600.jpg,21,"Birthday: March 3
Blood type: O
A second-year high school student and is the president of the Cooking Club. She is also the bassist of Laureley.
(Source: Whisper Me A Love Song Wiki)","{""hp"": 94, ""atk"": 87, ""mag"": 87, ""vit"": 88, ""spr"": 90, ""int"": 91, ""spd"": 85, ""lck"": 85}","[""neutral""]",Ally,"{""Mage"": ""C"", ""Attacker"": ""C"", ""Healer"": ""B"", ""Buffer"": ""B"", ""Debuffer"": ""C"", ""Defender"": ""C"", ""Specialist"": ""C""}","{""fire"": ""neutral"", ""water"": ""neutral"", ""earth"": ""neutral"", ""wind"": ""neutral"", ""nature"": ""neutral"", ""neutral"": ""neutral"", ""void"": ""neutral"", ""light"": ""neutral"", ""dark"": ""neutral""}","[""Chocolate"", ""Cake""]",{}
1679,Kaori Tachibana,Sasayaku You ni Koi wo Utau,158,Anime,1,https://cdn.myanimelist.net/images/characters/5/481484.jpg,23,"Birthday: January 27th 
Blood type: O
A third year high school student and the keyboardist of SSGIRLS. She is childhood friends with Mari.
(Source: Whisper Me A Love Song Wiki)","{""hp"": 73, ""atk"": 58, ""mag"": 96, ""vit"": 65, ""spr"": 119, ""int"": 127, ""spd"": 89, ""lck"": 90}","[""neutral""]",Sage,"{""Mage"": ""B"", ""Attacker"": ""C"", ""Healer"": ""B"", ""Buffer"": ""C"", ""Debuffer"": ""C"", ""Defender"": ""C"", ""Specialist"": ""C""}","{""fire"": ""neutral"", ""water"": ""neutral"", ""earth"": ""neutral"", ""wind"": ""neutral"", ""nature"": ""neutral"", ""neutral"": ""neutral"", ""void"": ""neutral"", ""light"": ""neutral"", ""dark"": ""neutral""}","[""Chocolate"", ""Roses"", ""Hair Ribbon""]",{}
1680,Mari Tsutsui,Sasayaku You ni Koi wo Utau,158,Anime,1,https://cdn.myanimelist.net/images/characters/2/459601.jpg,13,"Birthday: June 8th 
Blood type: AB
A third-year high school student and the drummer of the band SSGIRLS.
(Source: Whisper Me A Love Song Wiki)","{""hp"": 91, ""atk"": 89, ""mag"": 91, ""vit"": 90, ""spr"": 88, ""int"": 93, ""spd"": 88, ""lck"": 95}","[""neutral""]",Ally,"{""Mage"": ""C"", ""Attacker"": ""C"", ""Healer"": ""B"", ""Buffer"": ""B"", ""Debuffer"": ""C"", ""Defender"": ""C"", ""Specialist"": ""C""}","{""fire"": ""neutral"", ""water"": ""neutral"", ""earth"": ""neutral"", ""wind"": ""neutral"", ""nature"": ""neutral"", ""neutral"": ""neutral"", ""void"": ""neutral"", ""light"": ""neutral"", ""dark"": ""neutral""}","[""Chocolate"", ""Roses"", ""Hair Ribbon""]",{}
1681,Suzume Iwato,Suzume no Tojimari,159,Anime,3,https://cdn.myanimelist.net/images/characters/2/470108.jpg,320,"Birthday: May 24
A girl who lives in Miyazaki but is originally from Tohoku. Her mother died in the 2011 Tohoku Earthquake.","{""hp"": 102, ""atk"": 85, ""mag"": 71, ""vit"": 131, ""spr"": 128, ""int"": 98, ""spd"": 83, ""lck"": 81}","[""earth""]",Warden,"{""Mage"": ""D"", ""Attacker"": ""D"", ""Healer"": ""D"", ""Buffer"": ""S"", ""Debuffer"": ""D"", ""Defender"": ""S"", ""Specialist"": ""D""}","{""fire"": ""neutral"", ""water"": ""neutral"", ""earth"": ""resist"", ""wind"": ""weak"", ""nature"": ""neutral"", ""neutral"": ""neutral"", ""void"": ""neutral"", ""light"": ""neutral"", ""dark"": ""neutral""}","[""Chocolate"", ""Roses"", ""Hair Ribbon""]",{}
1682,Chika Amabe,Suzume no Tojimari,159,Anime,1,https://cdn.myanimelist.net/images/characters/16/490581.jpg,2,Suzume meets a high school student of the same age when she visits Ehime. She has a friendly and cheerful personality and can easily get along with Suzume. Her parents run an inn called the Amabe Inn and she and her younger brother help out with the buisness.,"{""hp"": 87, ""atk"": 92, ""mag"": 95, ""vit"": 90, ""spr"": 87, ""int"": 90, ""spd"": 89, ""lck"": 93}","[""neutral""]",Ally,"{""Mage"": ""C"", ""Attacker"": ""C"", ""Healer"": ""B"", ""Buffer"": ""B"", ""Debuffer"": ""C"", ""Defender"": ""C"", ""Specialist"": ""C""}","{""fire"": ""neutral"", ""water"": ""neutral"", ""earth"": ""neutral"", ""wind"": ""neutral"", ""nature"": ""neutral"", ""neutral"": ""neutral"", ""void"": ""neutral"", ""light"": ""neutral"", ""dark"": ""neutral""}","[""Chocolate"", ""Roses"", ""Hair Ribbon""]",{}
1683,Tamaki Iwato,Suzume no Tojimari,159,Anime,1,https://cdn.myanimelist.net/images/characters/4/490584.jpg,10,,"{""hp"": 128, ""atk"": 103, ""mag"": 61, ""vit"": 133, ""spr"": 107, ""int"": 100, ""spd"": 71, ""lck"": 72}","[""earth""]",Sentinel,"{""Mage"": ""D"", ""Attacker"": ""D"", ""Healer"": ""D"", ""Buffer"": ""B"", ""Debuffer"": ""D"", ""Defender"": ""S"", ""Specialist"": ""D""}","{""fire"": ""neutral"", ""water"": ""neutral"", ""earth"": ""resist"", ""wind"": ""weak"", ""nature"": ""neutral"", ""neutral"": ""neutral"", ""void"": ""neutral"", ""light"": ""neutral"", ""dark"": ""neutral""}","[""Chocolate"", ""Roses"", ""Hair Ribbon""]",{}
1684,Tsubame Iwato,Suzume no Tojimari,159,Anime,1,https://cdn.myanimelist.net/images/characters/4/490580.jpg,5,"Tsubame Iwato was born on March 10, 1977 and was six years older than her sister Tamaki Iwato. As a single mother, Tsubame gave birth to Suzume and raised her on her own in Akamae, Iwate. On May 24, 2010, she crafted a wooden chair as a birthday gift to her daughter.
(Source: Makoto Shinkai Wiki)","{""hp"": 83, ""atk"": 87, ""mag"": 88, ""vit"": 92, ""spr"": 84, ""int"": 91, ""spd"": 92, ""lck"": 94}","[""neutral""]",Ally,"{""Mage"": ""C"", ""Attacker"": ""C"", ""Healer"": ""B"", ""Buffer"": ""B"", ""Debuffer"": ""C"", ""Defender"": ""C"", ""Specialist"": ""C""}","{""fire"": ""neutral"", ""water"": ""neutral"", ""earth"": ""neutral"", ""wind"": ""neutral"", ""nature"": ""neutral"", ""neutral"": ""neutral"", ""void"": ""neutral"", ""light"": ""neutral"", ""dark"": ""neutral""}","[""Chocolate"", ""Roses"", ""Hair Ribbon""]",{}
1685,Miki,Suzume no Tojimari,159,Anime,1,https://cdn.myanimelist.net/images/characters/16/519440.jpg,1,Girl working in a bar in Kobe.,"{""hp"": 91, ""atk"": 85, ""mag"": 87, ""vit"": 93, ""spr"": 87, ""int"": 93, ""spd"": 92, ""lck"": 81}","[""neutral""]",Ally,"{""Mage"": ""C"", ""Attacker"": ""C"", ""Healer"": ""B"", ""Buffer"": ""B"", ""Debuffer"": ""C"", ""Defender"": ""C"", ""Specialist"": ""C""}","{""fire"": ""neutral"", ""water"": ""neutral"", ""earth"": ""neutral"", ""wind"": ""neutral"", ""nature"": ""neutral"", ""neutral"": ""neutral"", ""void"": ""neutral"", ""light"": ""neutral"", ""dark"": ""neutral""}","[""Chocolate"", ""Roses"", ""Hair Ribbon""]",{}
1686,Sadaijin,Suzume no Tojimari,159,Anime,1,https://cdn.myanimelist.net/images/characters/3/518762.jpg,19,,"{""hp"": 148, ""atk"": 110, ""mag"": 74, ""vit"": 146, ""spr"": 112, ""int"": 101, ""spd"": 71, ""lck"": 82}","[""earth""]",Sentinel,"{""Mage"": ""D"", ""Attacker"": ""D"", ""Healer"": ""D"", ""Buffer"": ""B"", ""Debuffer"": ""D"", ""Defender"": ""S"", ""Specialist"": ""D""}","{""fire"": ""neutral"", ""water"": ""neutral"", ""earth"": ""resist"", ""wind"": ""weak"", ""nature"": ""neutral"", ""neutral"": ""neutral"", ""void"": ""neutral"", ""light"": ""neutral"", ""dark"": ""neutral""}","[""Chocolate"", ""Roses"", ""Hair Ribbon""]",{}
1687,Euphyllia Magenta,Tensei Oujo to Tensai Reijou no Mahou Kakumei,160,Anime,3,https://cdn.myanimelist.net/images/characters/14/484687.jpg,344,"Euphyllia is the daughter of a duke and former betrothed to the crown prince of the kingdom. She is taken in by Anisphia after the crown prince breaks off their engagement publicly and becomes her research asssistant.
Euphyllia is a person blessed by the spirits and possesses affinity for all magical spirits which allows her to use magic of any element.","{""hp"": 78, ""atk"": 68, ""mag"": 146, ""vit"": 82, ""spr"": 138, ""int"": 117, ""spd"": 94, ""lck"": 94}","[""light""]",Illuminator,"{""Mage"": ""S"", ""Attacker"": ""D"", ""Healer"": ""C"", ""Buffer"": ""S"", ""Debuffer"": ""D"", ""Defender"": ""D"", ""Specialist"": ""C""}","{""fire"": ""neutral"", ""water"": ""neutral"", ""earth"": ""neutral"", ""wind"": ""neutral"", ""nature"": ""neutral"", ""neutral"": ""neutral"", ""void"": ""neutral"", ""light"": ""resist"", ""dark"": ""weak""}","[""Chocolate"", ""Roses"", ""Hair Ribbon""]",{}
1688,Anisphia Wynn Palettia,Tensei Oujo to Tensai Reijou no Mahou Kakumei,160,Anime,3,https://cdn.myanimelist.net/images/characters/7/484686.jpg,571,"The first princess of the Kingdom of Palettia. She was reincarnated from her previous life with all her memories of modern technology, making her a keen inventor in her current life. While considered odd and only interested in her inventions, she actually thinks of her country more than anyone else. Because of her conspicuous eccentricities, she uses the name of Princess Strange Violent as she pleases. She has memories of being Japanese in her previous life and has a strong admiration for magic.
(Source: Tensei Oujo to Tensai Reijou no Mahou Kakumei Wikia)","{""hp"": 77, ""atk"": 107, ""mag"": 114, ""vit"": 78, ""spr"": 123, ""int"": 152, ""spd"": 107, ""lck"": 87}","[""fire"", ""wind""]",Engineer,"{""Mage"": ""C"", ""Attacker"": ""C"", ""Healer"": ""C"", ""Buffer"": ""S"", ""Debuffer"": ""C"", ""Defender"": ""C"", ""Specialist"": ""A""}","{""fire"": ""resist"", ""water"": ""weak"", ""earth"": ""weak"", ""wind"": ""resist"", ""nature"": ""neutral"", ""neutral"": ""neutral"", ""void"": ""neutral"", ""light"": ""neutral"", ""dark"": ""neutral""}","[""Chocolate"", ""Roses"", ""Hair Ribbon""]",{}
1689,Tilty Claret,Tensei Oujo to Tensai Reijou no Mahou Kakumei,160,Anime,2,https://cdn.myanimelist.net/images/characters/13/490190.jpg,88,Tilty is Anisphia's research partner and the daughter of the influential Claret family who was exiled from the main house.,"{""hp"": 74, ""atk"": 65, ""mag"": 85, ""vit"": 88, ""spr"": 131, ""int"": 140, ""spd"": 77, ""lck"": 82}","[""dark""]",Witch Doctor,"{""Mage"": ""D"", ""Attacker"": ""D"", ""Healer"": ""S"", ""Buffer"": ""D"", ""Debuffer"": ""S"", ""Defender"": ""D"", ""Specialist"": ""D""}","{""fire"": ""neutral"", ""water"": ""neutral"", ""earth"": ""neutral"", ""wind"": ""neutral"", ""nature"": ""neutral"", ""neutral"": ""neutral"", ""void"": ""neutral"", ""light"": ""weak"", ""dark"": ""resist""}","[""Chocolate"", ""Roses"", ""Hair Ribbon""]",{}
